Category,Lines,City,Country,Date,Manager,Quantity sold,Sales Revenue,Gross Margin,Discount,Customer Satisfaction,Number of Issues reported,Comments,GMR,Year-Quarter
Cardigan,Sweaters,Rio de Janeiro,Brasil,1/23/2014  12:00:00 AM,Gary Dumin,"1,950.00","6,751.00","3,306.00",48.90,0.89,11.00,Other / unknown,0.49,2014-Q1
Cardigan,Sweaters,Sao Paulo,Brasil,2/10/2014  12:00:00 AM,Gary Dumin,"1,750.00","5,867.00","2,782.00",42.32,0.89,18.00,Customer service,0.47,2014-Q1
Turtleneck,Sweaters,Sao Paulo,Brasil,2/20/2014  12:00:00 AM,Gary Dumin,300.00,787.00,146.00,"1,269.09",0.84,16.00,Item defect / bad quality,0.19,2014-Q1
Turtleneck,Sweaters,Rio de Janeiro,Brasil,1/18/2014  12:00:00 AM,Gary Dumin,750.00,"2,015.00",347.00,452.24,0.88,12.00,Other / unknown,0.17,2014-Q1
Soft fabric,Sweaters,Casablanca,Morocco,3/25/2014  12:00:00 AM,Gavin Boje,200.00,670.00,334.00,80.46,0.92,16.00,Price too high / competition,0.50,2014-Q1
Cardigan,Sweaters,Casablanca,Morocco,2/8/2014  12:00:00 AM,Gavin Boje,"2,200.00","7,333.00","3,478.00",488.90,0.90,15.00,Behaviour of personnel,0.47,2014-Q1
Turtleneck,Sweaters,Casablanca,Morocco,2/22/2014  12:00:00 AM,Gavin Boje,350.00,984.00,182.00,78.66,0.93,17.00,Item defect / bad quality,0.18,2014-Q1
Soft fabric,Sweaters,Austin,USA,3/29/2014  12:00:00 AM,James Frank,250.00,953.00,508.00,171.54,0.89,18.00,Behaviour of personnel,0.53,2014-Q1
Soft fabric,Sweaters,Miami,USA,2/28/2014  12:00:00 AM,James Frank,50.00,183.00,95.00,27.45,0.84,11.00,Item not as described,0.52,2014-Q1
Cardigan,Sweaters,Miami,USA,3/20/2014  12:00:00 AM,James Frank,"2,100.00","2,022.00","1,022.25","1,270.44",0.91,20.00,Behaviour of personnel,0.51,2014-Q1
Cardigan,Sweaters,Austin,USA,2/28/2014  12:00:00 AM,James Frank,"5,350.00","1,588.50",774.75,"2,986.20",0.92,11.00,Item not as described,0.49,2014-Q1
Soft fabric,Sweaters,Houston,USA,1/20/2014  12:00:00 AM,James Frank,"1,050.00","3,257.00","1,429.00",716.54,0.83,22.00,Price too high / competition,0.44,2014-Q1
Cardigan,Sweaters,Houston,USA,2/9/2014  12:00:00 AM,James Frank,"11,350.00","83,025.00","34,361.25","9,554.00",0.84,15.00,Price too high / competition,0.41,2014-Q1
Cardigan,Sweaters,Dallas,USA,1/11/2014  12:00:00 AM,James Frank,"2,300.00","41,229.00","17,005.50","1,164.60",0.82,24.00,Item defect / bad quality,0.41,2014-Q1
Soft fabric,Sweaters,Dallas,USA,1/6/2014  12:00:00 AM,James Frank,550.00,"1,536.00",624.00,276.48,0.93,15.00,Customer service,0.41,2014-Q1
Turtleneck,Sweaters,Houston,USA,1/10/2014  12:00:00 AM,James Frank,"1,150.00","3,186.00",370.00,477.90,0.81,19.00,Other / unknown,0.12,2014-Q1
Turtleneck,Sweaters,Miami,USA,3/21/2014  12:00:00 AM,James Frank,300.00,792.00,77.00,150.48,0.85,14.00,Other / unknown,0.10,2014-Q1
Turtleneck,Sweaters,Dallas,USA,3/22/2014  12:00:00 AM,James Frank,500.00,"1,265.00",77.00,227.70,0.89,25.00,Customer service,0.06,2014-Q1
Turtleneck,Sweaters,Austin,USA,3/5/2014  12:00:00 AM,James Frank,650.00,"1,463.00",33.00,248.71,0.84,11.00,Price too high / competition,0.02,2014-Q1
Soft fabric,Sweaters,Moscow,Russia,1/11/2014  12:00:00 AM,Janet Bury,100.00,265.00,137.00,391.30,0.95,25.00,Item not as described,0.52,2014-Q1
Cardigan,Sweaters,Moscow,Russia,2/11/2014  12:00:00 AM,Janet Bury,"3,050.00","10,234.00","4,542.00",592.90,0.93,22.00,Price too high / competition,0.44,2014-Q1
Turtleneck,Sweaters,Moscow,Russia,3/31/2014  12:00:00 AM,Janet Bury,450.00,"1,148.00",111.00,614.25,0.92,17.00,Behaviour of personnel,0.10,2014-Q1
Soft fabric,Sweaters,"Bogota, D.C.",Colombia,3/27/2014  12:00:00 AM,Jay Jones,250.00,755.00,387.00,765.40,0.86,21.00,Customer service,0.51,2014-Q1
Cardigan,Sweaters,"Bogota, D.C.",Colombia,2/20/2014  12:00:00 AM,Jay Jones,"3,850.00","13,062.00","6,151.00",832.14,0.85,15.00,Item not as described,0.47,2014-Q1
Turtleneck,Sweaters,"Bogota, D.C.",Colombia,2/24/2014  12:00:00 AM,Jay Jones,300.00,777.00,129.00,347.48,0.85,25.00,Other / unknown,0.17,2014-Q1
Soft fabric,Sweaters,Liverpool,United Kingdom,1/7/2014  12:00:00 AM,John Minker,850.00,"3,349.00","1,855.00",188.37,0.89,19.00,Item defect / bad quality,0.55,2014-Q1
Cardigan,Sweaters,London,United Kingdom,3/13/2014  12:00:00 AM,John Minker,"15,700.00","53,675.00","25,027.00","2,665.26",0.83,20.00,Behaviour of personnel,0.47,2014-Q1
Soft fabric,Sweaters,London,United Kingdom,2/4/2014  12:00:00 AM,John Minker,"1,750.00","5,381.00","2,431.00",116.13,0.92,25.00,Price too high / competition,0.45,2014-Q1
Cardigan,Sweaters,Liverpool,United Kingdom,3/25/2014  12:00:00 AM,John Minker,"2,550.00","7,474.00","2,824.00",280.26,0.81,21.00,Price too high / competition,0.38,2014-Q1
Turtleneck,Sweaters,Liverpool,United Kingdom,1/30/2014  12:00:00 AM,John Minker,"1,100.00","3,240.00",700.00,141.75,0.88,24.00,Behaviour of personnel,0.22,2014-Q1
Turtleneck,Sweaters,London,United Kingdom,1/18/2014  12:00:00 AM,John Minker,"3,500.00","9,088.00",948.00,62.80,0.94,15.00,Item defect / bad quality,0.10,2014-Q1
Cardigan,Sweaters,Lisbon,Portugal,2/13/2014  12:00:00 AM,Julie Jones,"3,350.00","11,257.00","5,146.00",652.12,0.89,19.00,Customer service,0.46,2014-Q1
Soft fabric,Sweaters,Lisbon,Portugal,2/22/2014  12:00:00 AM,Julie Jones,800.00,"2,227.00",904.00,11.28,0.84,16.00,Customer service,0.41,2014-Q1
Turtleneck,Sweaters,Lisbon,Portugal,1/10/2014  12:00:00 AM,Julie Jones,750.00,"1,834.00",111.00,172.60,0.94,21.00,Customer service,0.06,2014-Q1
Cardigan,Sweaters,Mumbai,India,3/19/2014  12:00:00 AM,Kiran Raj,"13,000.00","44,421.00","20,712.00","2,221.04",0.85,19.00,Customer service,0.47,2014-Q1
Cardigan,Sweaters,Delhi,India,2/5/2014  12:00:00 AM,Kiran Raj,"13,650.00","45,859.00","21,125.00","2,579.58",0.91,25.00,Other / unknown,0.46,2014-Q1
Soft fabric,Sweaters,Mumbai,India,1/31/2014  12:00:00 AM,Kiran Raj,"1,450.00","4,453.00","2,012.00",194.81,0.83,20.00,Behaviour of personnel,0.45,2014-Q1
Soft fabric,Sweaters,Delhi,India,2/28/2014  12:00:00 AM,Kiran Raj,"1,300.00","3,908.00","1,715.00",122.15,0.86,17.00,Behaviour of personnel,0.44,2014-Q1
Turtleneck,Sweaters,Delhi,India,2/17/2014  12:00:00 AM,Kiran Raj,"1,400.00","3,823.00",444.00,191.12,0.89,18.00,Item not as described,0.12,2014-Q1
Turtleneck,Sweaters,Mumbai,India,2/1/2014  12:00:00 AM,Kiran Raj,"2,900.00","7,521.00",785.00,376.08,0.93,12.00,Behaviour of personnel,0.10,2014-Q1
Soft fabric,Sweaters,Lima,Peru,1/9/2014  12:00:00 AM,Larry Hill,450.00,"1,675.00",928.00,"1,416.48",0.86,11.00,Other / unknown,0.55,2014-Q1
Cardigan,Sweaters,Lima,Peru,1/17/2014  12:00:00 AM,Larry Hill,"1,300.00","3,737.00","1,412.00",171.30,0.85,13.00,Item defect / bad quality,0.38,2014-Q1
Turtleneck,Sweaters,Lima,Peru,3/15/2014  12:00:00 AM,Larry Hill,550.00,"1,620.00",350.00,308.16,0.91,17.00,Item not as described,0.22,2014-Q1
Soft fabric,Sweaters,Washington,USA,2/7/2014  12:00:00 AM,Lia Armand,700.00,"2,791.00","1,546.00",418.65,0.95,17.00,Customer service,0.55,2014-Q1
Soft fabric,Sweaters,Los Angeles,USA,1/17/2014  12:00:00 AM,Lia Armand,750.00,"2,869.00","1,534.00",459.04,0.93,12.00,Other / unknown,0.53,2014-Q1
Soft fabric,Sweaters,Chicago,USA,2/8/2014  12:00:00 AM,Lia Armand,350.00,"1,258.00",644.00,301.92,0.94,11.00,Price too high / competition,0.51,2014-Q1
Cardigan,Sweaters,New York,USA,1/24/2014  12:00:00 AM,Lia Armand,"10,800.00","1,109.25",555.00,"7,403.40",0.87,17.00,Other / unknown,0.50,2014-Q1
Soft fabric,Sweaters,San Francisco,USA,3/10/2014  12:00:00 AM,Lia Armand,250.00,894.00,445.00,134.10,0.94,16.00,Other / unknown,0.50,2014-Q1
Soft fabric,Sweaters,New York,USA,2/28/2014  12:00:00 AM,Lia Armand,"1,200.00","3,711.00","1,677.00",742.20,0.93,21.00,Price too high / competition,0.45,2014-Q1
Cardigan,Sweaters,Los Angeles,USA,3/14/2014  12:00:00 AM,Lia Armand,"3,200.00","4,267.50","1,878.00","2,475.44",0.87,25.00,Price too high / competition,0.44,2014-Q1
Cardigan,Sweaters,Chicago,USA,3/7/2014  12:00:00 AM,Lia Armand,"6,350.00","1,336.50",508.50,"3,918.60",0.90,11.00,Behaviour of personnel,0.38,2014-Q1
Turtleneck,Sweaters,Washington,USA,2/8/2014  12:00:00 AM,Lia Armand,900.00,"2,700.00",583.00,540.00,0.92,13.00,Price too high / competition,0.22,2014-Q1
Turtleneck,Sweaters,San Francisco,USA,2/23/2014  12:00:00 AM,Lia Armand,450.00,"1,311.00",243.00,301.53,0.92,14.00,Other / unknown,0.19,2014-Q1
Turtleneck,Sweaters,Los Angeles,USA,2/2/2014  12:00:00 AM,Lia Armand,"1,200.00","3,359.00",578.00,537.44,0.87,25.00,Item defect / bad quality,0.17,2014-Q1
Turtleneck,Sweaters,Chicago,USA,3/29/2014  12:00:00 AM,Lia Armand,450.00,"1,294.00",215.00,310.56,0.92,15.00,Customer service,0.17,2014-Q1
Cardigan,Sweaters,San Francisco,USA,3/27/2014  12:00:00 AM,Lia Armand,"2,900.00","2,796.75",447.75,"2,346.72",0.90,17.00,Item not as described,0.16,2014-Q1
Turtleneck,Sweaters,New York,USA,3/8/2014  12:00:00 AM,Lia Armand,"2,400.00","6,268.00",654.00,"1,002.88",0.88,11.00,Price too high / competition,0.10,2014-Q1
Cardigan,Sweaters,Washington,USA,3/21/2014  12:00:00 AM,Lia Armand,"2,100.00",280.50,45.00,"1,121.04",0.90,22.00,Customer service,0.16,2014-Q1
Soft fabric,Sweaters,Brussels,Belgium,1/16/2014  12:00:00 AM,Lois Wood,200.00,591.00,282.00,799.44,0.86,21.00,Price too high / competition,0.48,2014-Q1
Cardigan,Sweaters,Brussels,Belgium,2/5/2014  12:00:00 AM,Lois Wood,"1,600.00","5,052.00","2,191.00",527.25,0.94,15.00,Item defect / bad quality,0.43,2014-Q1
Turtleneck,Sweaters,Brussels,Belgium,1/19/2014  12:00:00 AM,Lois Wood,300.00,655.00,21.00,455.40,0.91,12.00,Item defect / bad quality,0.03,2014-Q1
Cardigan,Sweaters,Zurich,Switzerland,3/6/2014  12:00:00 AM,Maria Price,"1,400.00","4,658.00","2,130.00",925.90,0.82,17.00,Behaviour of personnel,0.46,2014-Q1
Soft fabric,Sweaters,Zurich,Switzerland,2/28/2014  12:00:00 AM,Maria Price,350.00,922.00,374.00,879.69,0.85,17.00,Other / unknown,0.41,2014-Q1
Turtleneck,Sweaters,Zurich,Switzerland,3/17/2014  12:00:00 AM,Maria Price,300.00,759.00,46.00,417.10,0.86,15.00,Other / unknown,0.06,2014-Q1
Soft fabric,Sweaters,Seoul,South Korea,2/10/2014  12:00:00 AM,Marie Mann,300.00,"1,143.00",609.00,50.05,0.84,14.00,Other / unknown,0.53,2014-Q1
Cardigan,Sweaters,Seoul,South Korea,2/20/2014  12:00:00 AM,Marie Mann,"6,450.00","17,064.00","5,486.00",746.55,0.88,18.00,Item defect / bad quality,0.32,2014-Q1
Turtleneck,Sweaters,Seoul,South Korea,1/10/2014  12:00:00 AM,Marie Mann,800.00,"1,756.00",40.00,87.84,0.86,20.00,Behaviour of personnel,0.02,2014-Q1
Soft fabric,Sweaters,Dakar,Senegal,1/19/2014  12:00:00 AM,Marry Williams,250.00,738.00,352.00,68.88,0.92,22.00,Item defect / bad quality,0.48,2014-Q1
Cardigan,Sweaters,Tunis,Tunisia,3/1/2014  12:00:00 AM,Marry Williams,"1,750.00","5,823.00","2,662.00",776.40,0.90,24.00,Item not as described,0.46,2014-Q1
Cardigan,Sweaters,Dakar,Senegal,3/28/2014  12:00:00 AM,Marry Williams,"1,950.00","6,315.00","2,738.00",673.60,0.82,19.00,Behaviour of personnel,0.43,2014-Q1
Soft fabric,Sweaters,Tunis,Tunisia,1/1/2014  12:00:00 AM,Marry Williams,450.00,"1,152.00",468.00,76.80,0.94,11.00,Other / unknown,0.41,2014-Q1
Turtleneck,Sweaters,Tunis,Tunisia,1/11/2014  12:00:00 AM,Marry Williams,400.00,949.00,58.00,101.20,0.87,21.00,Behaviour of personnel,0.06,2014-Q1
Turtleneck,Sweaters,Dakar,Senegal,3/31/2014  12:00:00 AM,Marry Williams,400.00,818.00,26.00,98.19,0.87,24.00,Customer service,0.03,2014-Q1
Soft fabric,Sweaters,Berlin,Germany,2/4/2014  12:00:00 AM,Mary Smith,"1,050.00","4,046.00","2,241.00",33.48,0.86,18.00,Customer service,0.55,2014-Q1
Cardigan,Sweaters,Frankfurt,Germany,3/7/2014  12:00:00 AM,Mary Smith,100.00,265.00,128.00,17.52,0.90,12.00,Item not as described,0.48,2014-Q1
Soft fabric,Sweaters,Frankfurt,Germany,3/15/2014  12:00:00 AM,Mary Smith,400.00,"1,203.00",563.00,"1,092.90",0.92,19.00,Item not as described,0.47,2014-Q1
Cardigan,Sweaters,Berlin,Germany,1/10/2014  12:00:00 AM,Mary Smith,"3,050.00","9,031.00","3,412.00",448.44,0.93,16.00,Customer service,0.38,2014-Q1
Turtleneck,Sweaters,Berlin,Germany,3/28/2014  12:00:00 AM,Mary Smith,"1,350.00","3,915.00",846.00,425.10,0.90,20.00,Item defect / bad quality,0.22,2014-Q1
Turtleneck,Sweaters,Frankfurt,Germany,3/4/2014  12:00:00 AM,Mary Smith,450.00,"1,294.00",128.00,378.72,0.83,24.00,Item defect / bad quality,0.10,2014-Q1
Soft fabric,Sweaters,Osaka,Japan,1/10/2014  12:00:00 AM,Mayumi Mai,450.00,"1,510.00",773.00,47.20,0.84,16.00,Behaviour of personnel,0.51,2014-Q1
Soft fabric,Sweaters,Tokyo,Japan,2/28/2014  12:00:00 AM,Mayumi Mai,300.00,"1,072.00",534.00,53.60,0.87,22.00,Item not as described,0.50,2014-Q1
Cardigan,Sweaters,Tokyo,Japan,3/8/2014  12:00:00 AM,Mayumi Mai,"3,500.00","11,733.00","5,564.00",659.97,0.91,21.00,Item defect / bad quality,0.47,2014-Q1
Cardigan,Sweaters,Osaka,Japan,1/1/2014  12:00:00 AM,Mayumi Mai,"7,650.00","26,123.00","12,302.00",979.62,0.95,23.00,Item not as described,0.47,2014-Q1
Turtleneck,Sweaters,Tokyo,Japan,2/28/2014  12:00:00 AM,Mayumi Mai,550.00,"1,574.00",291.00,59.04,0.81,22.00,Item not as described,0.18,2014-Q1
Turtleneck,Sweaters,Osaka,Japan,3/19/2014  12:00:00 AM,Mayumi Mai,550.00,"1,553.00",257.00,48.55,0.83,12.00,Item defect / bad quality,0.17,2014-Q1
Soft fabric,Sweaters,Madrid,Spain,3/31/2014  12:00:00 AM,Nancy Miller,"1,100.00","4,160.00","2,225.00",95.28,0.91,19.00,Other / unknown,0.53,2014-Q1
Soft fabric,Sweaters,Barcelona,Spain,1/23/2014  12:00:00 AM,Nancy Miller,550.00,"1,824.00",933.00,5.58,0.85,14.00,Price too high / competition,0.51,2014-Q1
Cardigan,Sweaters,Madrid,Spain,3/28/2014  12:00:00 AM,Nancy Miller,"4,650.00","16,315.00","7,988.00",675.10,0.94,14.00,Item defect / bad quality,0.49,2014-Q1
Cardigan,Sweaters,Barcelona,Spain,1/3/2014  12:00:00 AM,Nancy Miller,"9,250.00","31,566.00","14,865.00","2,089.84",0.93,23.00,Price too high / competition,0.47,2014-Q1
Turtleneck,Sweaters,Madrid,Spain,3/31/2014  12:00:00 AM,Nancy Miller,"1,750.00","4,870.00",838.00,374.24,0.83,22.00,Customer service,0.17,2014-Q1
Turtleneck,Sweaters,Barcelona,Spain,1/13/2014  12:00:00 AM,Nancy Miller,700.00,"1,876.00",311.00,93.24,0.84,21.00,Customer service,0.17,2014-Q1
Cardigan,Sweaters,Mexico City,Mexico,2/28/2014  12:00:00 AM,Nelly Wood,"6,500.00","22,211.00","10,356.00","1,792.68",0.89,21.00,Customer service,0.47,2014-Q1
Soft fabric,Sweaters,Mexico City,Mexico,3/31/2014  12:00:00 AM,Nelly Wood,750.00,"2,227.00","1,006.00","3,045.63",0.88,25.00,Customer service,0.45,2014-Q1
Turtleneck,Sweaters,Mexico City,Mexico,1/2/2014  12:00:00 AM,Nelly Wood,"1,450.00","3,761.00",393.00,106.19,0.90,20.00,Item not as described,0.10,2014-Q1
Cardigan,Sweaters,Caracas,Venezuela,1/23/2014  12:00:00 AM,Nina Smith,50.00,110.00,53.00,"1,531.35",0.93,13.00,Price too high / competition,0.48,2014-Q1
Soft fabric,Sweaters,Caracas,Venezuela,3/25/2014  12:00:00 AM,Nina Smith,150.00,498.00,233.00,142.10,0.95,15.00,Behaviour of personnel,0.47,2014-Q1
Turtleneck,Sweaters,Caracas,Venezuela,3/31/2014  12:00:00 AM,Nina Smith,200.00,536.00,53.00,255.12,0.95,12.00,Item not as described,0.10,2014-Q1
Soft fabric,Sweaters,Bangkok,Thailand,3/6/2014  12:00:00 AM,Rita San,100.00,219.00,114.00,10.96,0.92,17.00,Customer service,0.52,2014-Q1
Cardigan,Sweaters,Bangkok,Thailand,1/23/2014  12:00:00 AM,Rita San,"2,550.00","8,470.00","3,759.00",317.64,0.91,11.00,Item not as described,0.44,2014-Q1
Turtleneck,Sweaters,Bangkok,Thailand,2/4/2014  12:00:00 AM,Rita San,400.00,950.00,92.00,41.58,0.94,19.00,Item not as described,0.10,2014-Q1
Cardigan,Sweaters,Buenos Aires,Argentina,3/4/2014  12:00:00 AM,Rose Sims,"6,850.00","22,930.00","10,563.00",172.55,0.91,12.00,Other / unknown,0.46,2014-Q1
Soft fabric,Sweaters,Buenos Aires,Argentina,3/2/2014  12:00:00 AM,Rose Sims,650.00,"1,954.00",858.00,"1,786.40",0.82,16.00,Customer service,0.44,2014-Q1
Turtleneck,Sweaters,Buenos Aires,Argentina,3/4/2014  12:00:00 AM,Rose Sims,700.00,"1,912.00",222.00,897.54,0.95,18.00,Item defect / bad quality,0.12,2014-Q1
Soft fabric,Sweaters,Durban,South Africa,3/24/2014  12:00:00 AM,Sarah Am,550.00,"2,093.00","1,159.00",223.28,0.82,22.00,Other / unknown,0.55,2014-Q1
Soft fabric,Sweaters,Pretoria,South Africa,3/10/2014  12:00:00 AM,Sarah Am,50.00,137.00,71.00,18.30,0.88,23.00,Behaviour of personnel,0.52,2014-Q1
Soft fabric,Sweaters,Cape Town,South Africa,2/16/2014  12:00:00 AM,Sarah Am,300.00,944.00,483.00,125.80,0.81,11.00,Item not as described,0.51,2014-Q1
Cardigan,Sweaters,Cape Town,South Africa,1/31/2014  12:00:00 AM,Sarah Am,"4,800.00","16,327.00","7,689.00","1,523.90",0.95,12.00,Item defect / bad quality,0.47,2014-Q1
Cardigan,Sweaters,Johannesburg,South Africa,2/16/2014  12:00:00 AM,Sarah Am,"8,100.00","27,763.00","12,945.00","2,591.19",0.93,25.00,Price too high / competition,0.47,2014-Q1
Soft fabric,Sweaters,Johannesburg,South Africa,1/31/2014  12:00:00 AM,Sarah Am,900.00,"2,783.00","1,258.00",333.99,0.92,22.00,Customer service,0.45,2014-Q1
Cardigan,Sweaters,Pretoria,South Africa,3/14/2014  12:00:00 AM,Sarah Am,"1,600.00","5,294.00","2,349.00",705.80,0.86,17.00,Item defect / bad quality,0.44,2014-Q1
Cardigan,Sweaters,Durban,South Africa,2/22/2014  12:00:00 AM,Sarah Am,"1,600.00","4,671.00","1,765.00",498.24,0.89,24.00,Other / unknown,0.38,2014-Q1
Turtleneck,Sweaters,Durban,South Africa,1/6/2014  12:00:00 AM,Sarah Am,700.00,"2,025.00",438.00,243.00,0.86,21.00,Item not as described,0.22,2014-Q1
Turtleneck,Sweaters,Cape Town,South Africa,1/30/2014  12:00:00 AM,Sarah Am,350.00,971.00,161.00,90.58,0.94,17.00,Behaviour of personnel,0.17,2014-Q1
Turtleneck,Sweaters,Johannesburg,South Africa,2/11/2014  12:00:00 AM,Sarah Am,"1,800.00","4,701.00",491.00,313.40,0.84,19.00,Item not as described,0.10,2014-Q1
Turtleneck,Sweaters,Pretoria,South Africa,2/28/2014  12:00:00 AM,Sarah Am,250.00,594.00,58.00,71.28,0.88,24.00,Item defect / bad quality,0.10,2014-Q1
Soft fabric,Sweaters,Copenhagen,Denmark,3/7/2014  12:00:00 AM,Susan Karman,50.00,110.00,57.00,175.60,0.81,16.00,Behaviour of personnel,0.52,2014-Q1
Cardigan,Sweaters,Copenhagen,Denmark,2/22/2014  12:00:00 AM,Susan Karman,"1,300.00","4,235.00","1,880.00",519.96,0.92,12.00,Item not as described,0.44,2014-Q1
Turtleneck,Sweaters,Copenhagen,Denmark,1/19/2014  12:00:00 AM,Susan Karman,200.00,475.00,46.00,659.76,0.83,24.00,Item defect / bad quality,0.10,2014-Q1
Soft fabric,Sweaters,Singapore,Singapore,3/15/2014  12:00:00 AM,Vicky Zin,400.00,"1,181.00",563.00,44.28,0.83,20.00,Item not as described,0.48,2014-Q1
Cardigan,Sweaters,Singapore,Singapore,1/1/2014  12:00:00 AM,Vicky Zin,"3,150.00","10,103.00","4,381.00",378.90,0.87,12.00,Item defect / bad quality,0.43,2014-Q1
Turtleneck,Sweaters,Singapore,Singapore,2/24/2014  12:00:00 AM,Vicky Zin,600.00,"1,309.00",41.00,81.80,0.92,25.00,Other / unknown,0.03,2014-Q1
T-Shirts,Sweat-T-Shirts,Nairobi,Kenya,2/28/2014  12:00:00 AM,Anne Coke,"13,600.00","42,847.00","20,310.00","3,999.03",0.91,14.00,Price too high / competition,0.47,2014-Q1
T-Shirts,Sweat-T-Shirts,Shanghai,China,1/22/2014  12:00:00 AM,Coe Li,"21,750.00","68,555.00","32,495.00","3,427.76",0.83,18.00,Customer service,0.47,2014-Q1
T-Shirts,Sweat-T-Shirts,Santiago,Chile,3/7/2014  12:00:00 AM,David Carl,"8,800.00","27,211.00","13,446.00","1,612.75",0.86,18.00,Price too high / competition,0.49,2014-Q1
Sweats,Sweat-T-Shirts,Santiago,Chile,2/28/2014  12:00:00 AM,David Carl,50.00,93.00,41.00,185.40,0.93,19.00,Customer service,0.44,2014-Q1
T-Shirts,Sweat-T-Shirts,Amsterdam,Netherlands,1/13/2014  12:00:00 AM,Dell Grass,"17,000.00","52,796.00","24,979.00",76.68,0.82,17.00,Price too high / competition,0.47,2014-Q1
Sweats,Sweat-T-Shirts,Milan,Italy,2/28/2014  12:00:00 AM,Don Wilson,250.00,767.00,390.00,17.52,0.91,18.00,Behaviour of personnel,0.51,2014-Q1
T-Shirts,Sweat-T-Shirts,Milan,Italy,1/26/2014  12:00:00 AM,Don Wilson,"27,200.00","86,537.00","43,108.00",348.80,0.86,15.00,Price too high / competition,0.50,2014-Q1
T-Shirts,Sweat-T-Shirts,Rome,Italy,1/29/2014  12:00:00 AM,Don Wilson,"21,200.00","65,758.00","32,493.00",299.10,0.89,15.00,Item not as described,0.49,2014-Q1
Sweats,Sweat-T-Shirts,Rome,Italy,1/6/2014  12:00:00 AM,Don Wilson,100.00,225.00,99.00,101.82,0.95,12.00,Price too high / competition,0.44,2014-Q1
Sweats,Sweat-T-Shirts,Melbourne,Australia,3/16/2014  12:00:00 AM,Ed Young,100.00,219.00,115.00,10.96,0.94,17.00,Customer service,0.53,2014-Q1
T-Shirts,Sweat-T-Shirts,Melbourne,Australia,2/7/2014  12:00:00 AM,Ed Young,"37,000.00","115,670.00","55,700.00","7,229.40",0.82,21.00,Behaviour of personnel,0.48,2014-Q1
T-Shirts,Sweat-T-Shirts,Sydney,Australia,1/11/2014  12:00:00 AM,Ed Young,"17,300.00","52,672.00","24,349.00","2,962.80",0.82,18.00,Behaviour of personnel,0.46,2014-Q1
Sweats,Sweat-T-Shirts,Sydney,Australia,2/7/2014  12:00:00 AM,Ed Young,150.00,328.00,121.00,16.40,0.95,18.00,Item not as described,0.37,2014-Q1
Sweats,Sweat-T-Shirts,Toulouse,France,1/28/2014  12:00:00 AM,Ellen Grey,50.00,137.00,72.00,224.40,0.84,22.00,Price too high / competition,0.53,2014-Q1
T-Shirts,Sweat-T-Shirts,Paris,France,1/23/2014  12:00:00 AM,Ellen Grey,"44,400.00","142,081.00","70,330.00","1,033.76",0.83,24.00,Price too high / competition,0.49,2014-Q1
T-Shirts,Sweat-T-Shirts,Toulouse,France,1/31/2014  12:00:00 AM,Ellen Grey,"23,100.00","72,294.00","34,813.00","1,497.87",0.95,17.00,Item not as described,0.48,2014-Q1
T-Shirts,Sweat-T-Shirts,Lyon,France,3/31/2014  12:00:00 AM,Ellen Grey,"18,100.00","57,129.00","27,080.00","1,763.70",0.94,23.00,Other / unknown,0.47,2014-Q1
T-Shirts,Sweat-T-Shirts,Marseille,France,3/25/2014  12:00:00 AM,Ellen Grey,"11,700.00","36,411.00","17,227.00","1,661.79",0.87,13.00,Item defect / bad quality,0.47,2014-Q1
T-Shirts,Sweat-T-Shirts,Alexandria,Egypt,2/16/2014  12:00:00 AM,Gabriel Walton,"22,950.00","73,490.00","36,378.00","8,818.83",0.93,15.00,Item not as described,0.50,2014-Q1
T-Shirts,Sweat-T-Shirts,Cairo,Egypt,3/19/2014  12:00:00 AM,Gabriel Walton,"10,950.00","34,013.00","16,807.00","3,174.57",0.83,16.00,Price too high / competition,0.49,2014-Q1
Sweats,Sweat-T-Shirts,Cairo,Egypt,2/9/2014  12:00:00 AM,Gabriel Walton,50.00,117.00,52.00,15.50,0.94,18.00,Customer service,0.44,2014-Q1
Sweats,Sweat-T-Shirts,Rio de Janeiro,Brasil,2/15/2014  12:00:00 AM,Gary Dumin,50.00,110.00,58.00,806.40,0.82,19.00,Price too high / competition,0.53,2014-Q1
Sweats,Sweat-T-Shirts,Sao Paulo,Brasil,1/21/2014  12:00:00 AM,Gary Dumin,100.00,318.00,162.00,599.83,0.86,12.00,Customer service,0.51,2014-Q1
T-Shirts,Sweat-T-Shirts,Sao Paulo,Brasil,1/23/2014  12:00:00 AM,Gary Dumin,"11,250.00","35,809.00","17,838.00","7,484.40",0.85,24.00,Customer service,0.50,2014-Q1
T-Shirts,Sweat-T-Shirts,Rio de Janeiro,Brasil,2/8/2014  12:00:00 AM,Gary Dumin,"18,500.00","57,835.00","27,850.00","6,988.03",0.84,15.00,Customer service,0.48,2014-Q1
Sweats,Sweat-T-Shirts,Casablanca,Morocco,3/21/2014  12:00:00 AM,Gavin Boje,150.00,397.00,202.00,47.61,0.95,19.00,Customer service,0.51,2014-Q1
T-Shirts,Sweat-T-Shirts,Casablanca,Morocco,2/25/2014  12:00:00 AM,Gavin Boje,"14,100.00","44,761.00","22,298.00","5,371.29",0.85,17.00,Item not as described,0.50,2014-Q1
